539533836.0,375267900.0,37981622.0,40521101.0,
542786453.0,375395035.0,37749399.0,39993970.0,
542149980.0,373636494.0,37791291.0,40052844.0,
531736920.0,301362754.0,37121748.0,29387322.0,
534482640.0,303761735.0,37585337.0,29988688.0,
529802721.0,301401267.0,37685690.0,29815263.0,
530669845.0,303326494.0,37610506.0,29918079.0,
518498489.0,385354482.0,36235357.0,38831323.0,
467193445.0,398943131.0,37703959.0,36396558.0,
538318507.0,303624039.0,37605502.0,29577011.0,
